Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2018-09-24,216.82,221.26,216.63,220.79,27693358.0,0.0,1.0,215.14186073261405,219.54749610597815,214.95333129096107,219.08113380294185,27693358.0
2018-09-25,219.75,222.82,219.7,222.19,24554379.0,0.0,1.0,218.04918317494668,221.09542204797094,217.99957016398534,220.47029810985848,24554379.0
2018-09-26,221.0,223.75,219.76,220.42,23984706.0,0.0,1.0,219.28950844897935,222.01822405185126,218.0591057771389,218.71399752182816,23984706.0
2018-09-27,223.82,226.44,223.54,224.95,30181227.0,0.0,1.0,222.0876822671971,224.6874040415696,221.80984940581376,223.20893631492265,30181227.0
2018-09-28,224.79,225.84,224.02,225.74,22929364.0,0.0,1.0,223.05017467984646,224.09204791003393,222.28613431104233,223.9928218881113,22929364.0
2018-10-01,227.95,229.42,226.35,227.26,23600802.0,0.0,1.0,226.18571697260109,227.64433949486354,224.59810062183925,225.50105742133505,23600802.0
2018-10-02,227.25,230.0,226.63,229.28,24788170.0,0.0,1.0,225.4911348191428,228.2198504220147,224.87593348322258,227.50542306417188,24788170.0
2018-10-03,230.05,233.47,229.78,232.07,28654799.0,0.0,1.0,228.26946343297604,231.66299338272947,228.00155317378497,230.27382907581284,28654799.0
2018-10-04,230.78,232.35,226.73,227.99,32042000.0,0.0,1.0,228.99381339301112,230.55166193719617,224.9751595051452,226.22540738137016,32042000.0
2018-10-05,227.96,228.41,220.58,224.29,33580463.0,0.0,1.0,226.19563957479338,226.64215667344513,218.87275915690438,222.55404457023337,33580463.0
2018-10-08,222.21,224.8,220.2,223.77,29663923.0,0.0,1.0,220.490143314243,223.06009728203875,218.49570027359843,222.03806925623581,29663923.0
2018-10-09,223.64,227.27,222.2462,226.87,26891029.0,0.0,1.0,221.90907542773638,225.51098002352734,220.52606313417897,225.11407593583687,26891029.0
2018-10-10,225.46,226.35,216.05,216.36,41990554.0,0.0,1.0,223.714989026728,224.59810062183925,214.37782036380992,214.68542103177003,41990554.0
2018-10-11,214.52,219.5,212.32,214.45,53124392.0,0.0,1.0,212.85966222839392,217.80111812014013,210.67668974609637,212.79020401304805,53124392.0
2018-10-12,220.42,222.88,216.84,222.11,40337851.0,0.0,1.0,218.71399752182816,221.1549576611245,215.16170593699857,220.3909172923204,40337851.0
2018-10-15,221.16,221.83,217.27,217.36,30791007.0,0.0,1.0,219.44827008405554,220.11308443093708,215.58837783126583,215.6776812509962,30791007.0
2018-10-16,218.93,222.99,216.7627,222.15,29183963.0,0.0,1.0,217.23552979518124,221.2641062852394,215.0850042220524,220.43060770108943,29183963.0
2018-10-17,222.3,222.64,219.34,221.19,22885397.0,0.0,1.0,220.57944673397336,220.91681520851023,217.64235648506394,219.47803789063232,22885397.0
2018-10-18,217.86,219.74,213.0,216.02,32581315.0,0.0,1.0,216.17381136060925,218.03926057275442,211.35142669517015,214.34805255723313,32581315.0
2018-10-19,218.06,221.26,217.43,219.31,33078726.0,0.0,1.0,216.3722634044545,219.54749610597815,215.747139466342,217.61258867848716,33078726.0
2018-10-22,219.79,223.36,218.94,220.65,28792082.0,0.0,1.0,218.0888735837157,221.63124256635308,217.24545239737347,218.9422173722502,28792082.0
2018-10-23,215.83,223.25,214.7,222.73,38767846.0,0.0,1.0,214.15952311558016,221.5220939422382,213.0382690678546,221.00611862824059,38767846.0
2018-10-24,222.6,224.23,214.54,215.09,40925163.0,0.0,1.0,220.87712479974118,222.4945089570798,212.8795074327784,213.4252505533528,40925163.0
2018-10-25,217.71,221.38,216.75,219.8,29855768.0,0.0,1.0,216.02497232772532,219.6665673322853,215.07240251726822,218.098796185908,29855768.0
2018-10-26,215.9,220.19,212.67,216.3,47258375.0,0.0,1.0,214.228981330926,218.48577767140617,211.0239808228255,214.62588541861646,47258375.0
2018-10-29,219.19,219.69,206.09,212.24,45935520.0,0.0,1.0,217.49351745218001,217.9896475617931,204.49490858031746,210.59730892855828,45935520.0
2018-10-30,211.15,215.18,209.27,213.3,36659990.0,0.0,1.0,209.51574528960177,213.51455397308317,207.6502960774566,211.649104760938,36659990.0
2018-10-31,216.88,220.45,216.62,218.86,38358933.0,0.0,1.0,215.20139634576762,218.74376532840495,214.9434086887688,217.1660715798354,38358933.0
2018-11-01,219.05,222.36,216.81,222.22,58323180.0,0.0,1.0,217.35460102148838,220.63898234712693,215.1319381304218,220.50006591643526,58323180.0
2018-11-02,209.55,213.65,205.43,207.48,91328654.0,0.0,1.0,207.92812893883993,211.99639583766717,203.8400168356282,205.8741502850418,91328654.0
2018-11-05,204.3,204.39,198.17,201.59,66163669.0,0.0,1.0,202.71876278790265,202.80806620763298,196.63620764404632,200.02973759379978,66163669.0
2018-11-06,201.92,204.72,201.69,203.77,31882881.0,0.0,1.0,200.3571834661444,203.13551207997762,200.12896361572237,202.19286487171277,31882881.0
2018-11-07,205.97,210.06,204.13,209.95,33424434.0,0.0,1.0,204.37583735401032,208.43418165064526,202.5500785506342,208.32503302653038,33424434.0
2018-11-08,209.98,210.12,206.75,208.49,25362636.0,0.73,1.0,209.08432745120953,209.2237302793035,205.86810506018466,207.6006830664953,25362636.0
2018-11-09,205.55,206.01,202.25,204.47,34365750.0,0.0,1.0,204.67322367652216,205.13126154025943,201.3872998714503,203.5978304312259,34365750.0
2018-11-12,199.0,199.85,193.79,194.17,51135518.0,0.0,1.0,198.1511627906977,198.99753710412529,192.96338611662966,193.34176522145611,51135518.0
2018-11-13,191.63,197.18,191.4501,192.23,46882936.0,0.0,1.0,190.81259962603716,196.33892602547624,190.63346699193642,191.4100403178684,46882936.0
2018-11-14,193.9,194.48,185.93,186.8,60800957.0,0.0,1.0,193.07291691013208,193.6504429122356,185.1369130536403,186.00320205679563,60800957.0
2018-11-15,188.39,191.97,186.9,191.41,46478801.0,0.0,1.0,187.58641989014842,191.1511493514082,186.10277550543415,190.59353803903238,46478801.0
2018-11-16,190.5,194.9695,189.46,193.53,36928253.0,0.0,1.0,189.68741965642167,194.1378549433213,188.65185579058084,192.70449515016946,36928253.0
2018-11-19,190.0,190.7,184.99,185.86,41920872.0,0.0,1.0,189.18955241322894,189.8865665536987,184.20092263643804,185.06721163959335,41920872.0
2018-11-20,178.37,181.47,175.51,176.98,67825247.0,0.0,1.0,177.60916033656656,180.69593724436135,174.76135970550428,176.22508940049082,67825247.0
2018-11-21,179.73,180.27,176.55,176.78,31124210.0,0.0,1.0,178.9633592380507,179.50105586069887,175.79692357134513,176.02594250321374,31124210.0
2018-11-23,174.94,176.595,172.1,172.29,23623972.0,0.0,1.0,174.1937910482646,175.84173162323245,171.36590510693,171.55509465934324,23623972.0
2018-11-26,174.24,174.95,170.26,174.62,44998520.0,0.0,1.0,173.4967769077948,174.20374839312842,169.53375365198085,173.87515601262126,44998520.0
2018-11-27,171.51,174.77,170.88,174.24,41387377.0,0.0,1.0,170.7784217599626,174.02451618557907,170.1511090335398,173.4967769077948,41387377.0
2018-11-28,176.73,181.29,174.93,180.94,46062539.0,0.0,1.0,175.97615577889448,180.51670503681197,174.18383370340075,180.16819796657708,46062539.0
2018-11-29,182.66,182.8,177.7,179.55,41769992.0,0.0,1.0,181.88086128316,182.02026411125397,176.94201823068832,178.78412703050137,41769992.0
2018-11-30,180.29,180.33,177.03,178.58,39531549.0,0.0,1.0,179.52097055042654,179.560799929882,176.2748761248101,177.81826457870753,39531549.0
2018-12-03,184.46,184.94,181.21,184.82,40798002.0,0.0,1.0,183.67318335865374,184.15113591211875,180.43704627790115,184.0316477737525,40798002.0
2018-12-04,180.95,182.3899,176.27,176.69,41344282.0,0.0,1.0,180.17815531144092,181.61191339838732,175.5181179151572,175.93632639943905,41344282.0
2018-12-06,171.76,174.78,170.42,174.72,43098410.0,0.0,1.0,171.02735538155895,174.0344735304429,169.6930711698025,173.97472946125978,43098410.0
2018-12-07,173.49,174.49,168.3,168.49,42281631.0,0.0,1.0,172.74997604300574,173.74571052939115,167.58211405866544,167.77130361107868,42281631.0
2018-12-10,165.0,170.09,163.33,169.6,62025994.0,0.0,1.0,164.29619025359355,169.36447878929533,162.63331366132994,168.87656889096647,62025994.0
2018-12-11,171.66,171.79,167.0,168.63,47281665.0,0.0,1.0,170.92778193292042,171.0572274161505,166.28765922636438,167.9107064391726,47281665.0
2018-12-12,170.4,171.92,169.02,169.1,35627674.0,0.0,1.0,169.6731564800748,171.18667289938062,168.29904288886294,168.37870164777377,35627674.0
2018-12-13,170.49,172.57,169.55,170.95,31897827.0,0.0,1.0,169.7627725838495,171.83390031553114,168.8267821666472,170.22081044758676,31897827.0
2018-12-14,169.0,169.08,165.28,165.48,40703710.0,0.0,1.0,168.27912819913522,168.35878695804607,164.57499590978148,164.77414280705855,40703710.0
2018-12-17,165.45,168.35,162.73,163.94,44287922.0,0.0,1.0,164.744270772467,167.6319007829847,162.03587296949866,163.24071169802502,44287922.0
2018-12-18,165.38,167.53,164.39,166.07,33841518.0,0.0,1.0,164.67456935842,166.81539850414867,163.68879221689843,165.36162615402594,33841518.0
2018-12-19,166.0,167.45,159.09,160.89,49047297.0,0.0,1.0,165.29192473997898,166.73573974523782,158.41139943905574,160.2037215145495,49047297.0
2018-12-20,160.4,162.11,155.3,156.83,64772960.0,0.0,1.0,159.71581161622066,161.41851758793973,154.63756573565504,156.16103949982474,64772960.0
2018-12-21,156.86,158.16,149.63,150.73,95744384.0,0.0,1.0,156.1909115344163,157.4853663667173,148.9917511978497,150.08705913287366,95744384.0
2018-12-24,148.15,151.55,146.59,146.83,37169232.0,0.0,1.0,147.5180641579993,150.90356141170975,145.96471835923805,146.20369463597058,37169232.0
2018-12-26,148.3,157.23,146.72,157.17,58582544.0,0.0,1.0,147.66742433095712,156.55933329437886,146.09416384246816,156.49958922519573,58582544.0
2018-12-27,155.84,156.77,150.07,156.15,53117065.0,0.0,1.0,155.17526235830314,156.1012954306416,149.42987437185928,155.48394004908263,53117065.0
2018-12-28,157.5,158.52,154.55,156.23,42291424.0,0.0,1.0,156.82818160570295,157.84383078181608,153.89076487086598,155.56359880799346,42291424.0
2018-12-31,158.53,159.36,156.48,157.74,35003466.0,0.0,1.0,157.85378812667992,158.68024775037983,155.81253242958982,157.06715788243545,35003466.0
